Día;Mes;Horario;Hora;Edad;Sexo
Martes;6;Mañana;9;24;Hombre
Martes;6;Mañana;10;34;Hombre
Martes;6;Mañana;12;44;Hombre
Martes;6;Mañana;11;72;Hombre
Lunes;6;Mañana;13;47;Hombre
Martes;6;Mañana;13;50;Hombre
Martes;6;Mañana;13;51;Mujer
Jueves;6;Mañana;8;33;Hombre
Jueves;6;Mañana;8;47;Mujer
Martes;6;Mañana;13;67;Mujer
Martes;6;Tarde;16;19;Hombre
Martes;6;Tarde;16;55;Mujer
Martes;6;Mañana;13;58;Mujer
Martes;6;Tarde;18;44;Mujer
Martes;6;Tarde;18;42;Mujer
Martes;6;Tarde;16;49;Mujer
Martes;6;Tarde;14;31;Hombre
Martes;6;Tarde;19;35;Mujer
Martes;6;Tarde;19;33;Mujer
Martes;6;Tarde;19;26;Hombre
Martes;6;Tarde;16;59;Hombre
Martes;6;Tarde;18;59;Hombre
Martes;6;Tarde;18;21;Mujer
Miércoles;6;Noche;1;21;Mujer
Martes;6;Tarde;19;43;Mujer
Martes;6;Tarde;16;26;Hombre
Martes;6;Tarde;17;36;Hombre
Martes;6;Tarde;19;29;Hombre
Martes;6;Tarde;17;25;Hombre
Martes;6;Tarde;17;26;Hombre
Martes;6;Tarde;19;37;Mujer
Martes;6;Tarde;20;58;Mujer
Martes;6;Tarde;20;59;Hombre
Miércoles;6;Mañana;8;76;Mujer
Martes;6;Tarde;21;22;Hombre
Martes;6;Tarde;19;52;Mujer
Martes;6;Tarde;20;44;Mujer
Miércoles;6;Tarde;14;17;Mujer
Miércoles;6;Tarde;14;52;Mujer
Miércoles;6;Mañana;9;60;Hombre
Miércoles;6;Mañana;10;33;Mujer
Martes;6;Tarde;17;38;Hombre
Miércoles;6;Tarde;15;31;Mujer
Miércoles;6;Tarde;14;78;Hombre
Miércoles;6;Mañana;12;41;Hombre
Miércoles;6;Tarde;15;52;Mujer
Miércoles;6;Mañana;8;39;Hombre
Miércoles;6;Tarde;16;59;Hombre
Miércoles;6;Tarde;15;28;Hombre
Miércoles;6;Tarde;17;24;Mujer
Miércoles;6;Tarde;15;54;Hombre
Miércoles;6;Tarde;19;63;Hombre
Miércoles;6;Tarde;17;37;Mujer
Miércoles;6;Tarde;15;18;Hombre
Miércoles;6;Tarde;15;64;Hombre
Miércoles;6;Tarde;18;75;Mujer
Miércoles;6;Tarde;20;27;Hombre
Miércoles;6;Tarde;17;47;Mujer
Jueves;6;Noche;0;78;Hombre
Miércoles;6;Noche;22;34;Mujer
Miércoles;6;Tarde;21;28;Mujer
Jueves;6;Mañana;6;42;Hombre
Miércoles;6;Tarde;20;57;Mujer
Miércoles;6;Tarde;16;39;Mujer
Miércoles;6;Noche;22;30;Mujer
Jueves;6;Noche;0;26;Hombre
Jueves;6;Noche;0;52;Hombre
Sábado;6;Tarde;21;41;Mujer
Miércoles;6;Tarde;18;6;Hombre
Jueves;6;Mañana;8;33;Mujer
Jueves;6;Mañana;10;42;Hombre
Jueves;6;Mañana;9;33;Hombre
Jueves;6;Mañana;8;40;Hombre
Jueves;6;Mañana;11;50;Mujer
Jueves;6;Tarde;14;36;Mujer
Jueves;6;Mañana;9;51;Hombre
Jueves;6;Tarde;15;37;Mujer
Jueves;6;Tarde;15;37;Mujer
Jueves;6;Tarde;17;46;Hombre
Jueves;6;Tarde;14;89;Mujer
Jueves;6;Tarde;15;39;Hombre
Jueves;6;Mañana;13;69;Hombre
Jueves;6;Mañana;11;31;Hombre
Jueves;6;Mañana;11;27;Hombre
Jueves;6;Tarde;16;50;Hombre
Jueves;6;Mañana;12;22;Hombre
Jueves;6;Tarde;20;34;Hombre
Jueves;6;Tarde;15;51;Hombre
Jueves;6;Tarde;16;36;Mujer
Jueves;6;Tarde;19;55;Mujer
Jueves;6;Tarde;19;67;Mujer
Jueves;6;Tarde;19;39;Hombre
Jueves;6;Noche;23;19;Hombre
Jueves;6;Noche;23;27;Hombre
Viernes;6;Noche;0;0;Hombre
Jueves;6;Noche;22;30;Mujer
Jueves;6;Tarde;18;52;Mujer
Viernes;6;Noche;1;23;Hombre
Viernes;6;Noche;1;26;Hombre
Jueves;6;Tarde;20;62;Hombre
Viernes;6;Mañana;8;56;Hombre
Jueves;6;Tarde;21;34;Hombre
Jueves;6;Tarde;16;45;Mujer
Jueves;6;Tarde;17;22;Mujer
Jueves;6;Tarde;18;85;Mujer
Jueves;6;Noche;22;42;Mujer
Jueves;6;Noche;22;42;Hombre
Viernes;6;Mañana;9;64;Hombre
Viernes;6;Mañana;8;26;Hombre
Viernes;6;Mañana;8;48;Mujer
Viernes;6;Mañana;8;62;Hombre
Viernes;6;Mañana;13;33;Mujer
Viernes;6;Mañana;13;55;Mujer
Viernes;6;Mañana;13;61;Mujer
Viernes;6;Mañana;12;69;Mujer
Viernes;6;Tarde;17;70;Mujer
Viernes;6;Tarde;17;23;Hombre
Viernes;6;Tarde;19;31;Hombre
Viernes;6;Tarde;19;27;Mujer
Viernes;6;Tarde;20;37;Hombre
Viernes;6;Tarde;18;45;Mujer
Viernes;6;Mañana;12;70;Mujer
Viernes;6;Tarde;18;30;Hombre
Viernes;6;Tarde;17;32;Hombre
Viernes;6;Tarde;19;30;Hombre
Sábado;7;Noche;0;19;Hombre
Sábado;7;Noche;0;19;Hombre
Viernes;6;Tarde;19;63;Hombre
Viernes;6;Tarde;21;43;Mujer
Viernes;6;Tarde;21;42;Hombre
Viernes;6;Mañana;13;33;Hombre
Sábado;7;Noche;1;27;Mujer
Sábado;7;Noche;1;30;Mujer
Viernes;6;Tarde;17;18;Mujer
Sábado;7;Mañana;9;28;Hombre
Sábado;7;Mañana;9;28;Hombre
Sábado;7;Tarde;15;13;Mujer
Sábado;7;Tarde;15;9;Mujer
Sábado;7;Mañana;12;33;Hombre
Sábado;7;Mañana;13;48;Hombre
Sábado;7;Tarde;16;22;Hombre
Sábado;7;Tarde;16;65;Hombre
Domingo;7;Mañana;13;24;Mujer
Sábado;7;Tarde;20;33;Mujer
Sábado;7;Tarde;20;26;Hombre
Sábado;7;Tarde;20;27;Hombre
Sábado;7;Tarde;20;52;Hombre
Sábado;7;Tarde;20;30;Hombre
Domingo;7;Tarde;20;32;Mujer
Domingo;7;Noche;0;42;Hombre
Domingo;7;Noche;4;52;Hombre
Domingo;7;Mañana;10;59;Hombre
Domingo;7;Mañana;12;41;Mujer
Domingo;7;Mañana;12;43;Hombre
Domingo;7;Tarde;14;27;Mujer
Domingo;7;Tarde;18;17;Hombre
Domingo;7;Tarde;19;61;Mujer
Domingo;7;Tarde;19;65;Hombre
Domingo;7;Tarde;18;22;Hombre
Domingo;7;Tarde;20;88;Hombre
Domingo;7;Tarde;17;45;Mujer
Domingo;7;Tarde;21;18;Mujer
Domingo;7;Tarde;21;31;Hombre
Domingo;7;Tarde;21;33;Hombre
Domingo;7;Tarde;21;36;Hombre
Lunes;7;Noche;0;21;Hombre
Domingo;7;Tarde;18;85;Hombre
Domingo;7;Tarde;18;62;Mujer
Domingo;7;Noche;22;18;Hombre
Lunes;7;Mañana;8;22;Hombre
Domingo;7;Tarde;15;32;Mujer
Lunes;7;Tarde;16;44;Hombre
Lunes;7;Tarde;16;41;Hombre
Lunes;7;Mañana;8;52;Mujer
Lunes;6;Tarde;17;63;Hombre
Lunes;7;Mañana;11;48;Mujer
Lunes;7;Mañana;10;49;Mujer
Lunes;7;Mañana;12;18;Hombre
Lunes;7;Mañana;11;86;Mujer
Lunes;7;Mañana;12;30;Hombre
Lunes;7;Mañana;9;49;Mujer
Lunes;7;Tarde;14;72;Mujer
Lunes;7;Tarde;14;60;Hombre
Lunes;7;Mañana;12;66;Hombre
Lunes;7;Mañana;12;89;Hombre
Lunes;7;Mañana;12;51;Hombre
Lunes;7;Tarde;17;75;Hombre
Lunes;7;Tarde;14;38;Mujer
Lunes;7;Tarde;15;56;Mujer
Lunes;7;Tarde;15;45;Mujer
Lunes;7;Tarde;16;36;Mujer
Lunes;7;Tarde;20;34;Hombre
Lunes;7;Tarde;19;26;Mujer
Lunes;7;Tarde;16;32;Hombre
Lunes;7;Tarde;16;49;Mujer
Lunes;7;Tarde;14;38;Mujer
Lunes;7;Tarde;18;33;Mujer
Lunes;7;Tarde;18;52;Hombre
Lunes;7;Noche;22;16;Mujer
Lunes;7;Noche;22;39;Hombre
Lunes;7;Tarde;19;22;Hombre
Lunes;7;Tarde;19;58;Hombre
Martes;7;Mañana;9;43;Mujer
Martes;7;Mañana;9;20;Hombre
Martes;7;Mañana;9;28;Hombre
Martes;7;Mañana;10;16;Hombre
Martes;7;Mañana;10;49;Mujer
Martes;7;Tarde;14;41;Hombre
Martes;7;Tarde;14;62;Hombre
Martes;7;Mañana;10;59;Mujer
Martes;7;Tarde;16;28;Hombre
Lunes;7;Tarde;18;3;Hombre
Lunes;7;Tarde;18;47;Mujer
Martes;7;Tarde;14;53;Hombre
Martes;7;Mañana;13;23;Mujer
Lunes;7;Tarde;15;56;Hombre
Martes;7;Mañana;8;50;Mujer
Martes;7;Tarde;14;46;Mujer
Martes;7;Tarde;20;28;Mujer
Martes;7;Tarde;18;22;Hombre
Martes;7;Tarde;18;48;Hombre
Martes;7;Tarde;18;28;Mujer
Martes;7;Tarde;18;68;Mujer
Martes;7;Tarde;18;43;Mujer
Martes;7;Tarde;15;48;Mujer
Martes;7;Tarde;15;51;Hombre
Martes;7;Tarde;21;30;Mujer
Martes;7;Tarde;17;29;Hombre
Martes;7;Tarde;17;73;Hombre
Martes;7;Tarde;20;62;Mujer
Martes;7;Tarde;17;42;Hombre
Miércoles;7;Mañana;7;42;Mujer
Lunes;7;Mañana;10;34;Hombre
Miércoles;7;Mañana;11;36;Mujer
Miércoles;7;Mañana;10;25;Mujer
Miércoles;7;Mañana;10;52;Mujer
Miércoles;7;Mañana;10;65;Mujer
Miércoles;7;Mañana;10;82;Mujer
Miércoles;7;Mañana;10;56;Hombre
Miércoles;7;Mañana;8;53;Hombre
Miércoles;7;Mañana;12;40;Mujer
Martes;7;Mañana;12;43;Mujer
Miércoles;7;Mañana;11;73;Mujer
Miércoles;7;Mañana;13;64;Mujer
Miércoles;7;Mañana;12;57;Mujer
Miércoles;7;Mañana;12;36;Hombre
Miércoles;7;Mañana;12;47;Hombre
Miércoles;7;Mañana;10;40;Mujer
Miércoles;7;Mañana;10;81;Mujer
Miércoles;7;Mañana;13;31;Hombre
Miércoles;7;Tarde;15;45;Hombre
Miércoles;7;Tarde;17;68;Mujer
Miércoles;7;Tarde;15;45;Mujer
Miércoles;7;Tarde;17;31;Hombre
Miércoles;7;Noche;22;29;Mujer
Miércoles;7;Noche;23;29;Hombre
Miércoles;7;Tarde;21;29;Mujer
Jueves;7;Mañana;8;25;Hombre
Miércoles;7;Mañana;12;31;Mujer
Jueves;7;Mañana;10;52;Hombre
Domingo;7;Mañana;12;20;Mujer
Jueves;7;Mañana;10;36;Mujer
Jueves;7;Mañana;12;40;Hombre
Jueves;7;Mañana;12;48;Hombre
Jueves;7;Tarde;14;37;Hombre
Jueves;7;Tarde;15;15;Hombre
Jueves;7;Tarde;14;56;Hombre
Jueves;7;Tarde;16;51;Mujer
Jueves;7;Tarde;16;59;Hombre
Jueves;7;Tarde;16;15;Hombre
Jueves;7;Tarde;17;69;Mujer
Jueves;7;Tarde;15;18;Mujer
Jueves;7;Tarde;15;62;Mujer
Lunes;7;Tarde;16;44;Mujer
Jueves;7;Tarde;19;28;Mujer
Jueves;7;Tarde;19;64;Hombre
Jueves;7;Noche;22;20;Mujer
Jueves;7;Noche;23;6;Mujer
Jueves;7;Noche;23;29;Hombre
Jueves;7;Noche;23;44;Mujer
Jueves;7;Noche;23;58;Hombre
Viernes;7;Mañana;7;36;Hombre
Viernes;7;Mañana;7;47;Hombre
Jueves;7;Tarde;15;45;Hombre
Viernes;7;Mañana;11;31;Hombre
Viernes;7;Mañana;8;25;Mujer
Viernes;7;Mañana;8;26;Hombre
Viernes;7;Mañana;13;48;Mujer
Viernes;7;Mañana;13;72;Hombre
Viernes;7;Mañana;11;69;Mujer
Viernes;7;Mañana;8;39;Hombre
Viernes;7;Mañana;11;58;Hombre
Viernes;7;Mañana;11;62;Hombre
Viernes;7;Mañana;13;59;Mujer
Viernes;7;Tarde;15;81;Mujer
Viernes;7;Mañana;11;29;Hombre
Viernes;7;Tarde;15;75;Mujer
Viernes;7;Tarde;17;22;Hombre
Viernes;7;Tarde;16;41;Mujer
Viernes;7;Tarde;16;40;Hombre
Viernes;7;Tarde;20;61;Mujer
Viernes;7;Tarde;20;46;Hombre
Viernes;7;Tarde;20;56;Hombre
Viernes;7;Tarde;18;56;Mujer
Viernes;7;Tarde;18;47;Mujer
Viernes;7;Tarde;19;27;Mujer
Viernes;7;Tarde;19;29;Mujer
Viernes;7;Tarde;19;34;Hombre
Viernes;7;Tarde;19;26;Mujer
Viernes;7;Tarde;17;23;Hombre
Viernes;7;Tarde;19;39;Mujer
Viernes;7;Tarde;19;23;Hombre
Viernes;7;Tarde;18;22;Hombre
Sábado;7;Noche;4;44;Hombre
Viernes;7;Tarde;21;31;Hombre
Viernes;7;Tarde;17;34;Mujer
Viernes;7;Tarde;17;85;Mujer
Viernes;7;Tarde;20;29;Hombre
Viernes;7;Tarde;20;29;Hombre
Sábado;7;Mañana;9;29;Hombre
Sábado;7;Mañana;10;41;Mujer
Sábado;7;Tarde;14;35;Hombre
Sábado;7;Mañana;12;25;Hombre
Sábado;7;Mañana;12;25;Hombre
Sábado;7;Tarde;17;19;Hombre
Sábado;7;Tarde;17;24;Hombre
Sábado;7;Tarde;18;19;Mujer
Sábado;7;Tarde;19;42;Mujer
Sábado;7;Tarde;20;50;Mujer
Sábado;7;Tarde;19;28;Mujer
Sábado;7;Tarde;19;28;Hombre
Sábado;7;Tarde;19;57;Hombre
Sábado;7;Tarde;19;47;Mujer
Sábado;7;Tarde;19;53;Hombre
Sábado;7;Tarde;20;49;Hombre
Sábado;7;Noche;23;19;Hombre
Sábado;7;Noche;23;20;Hombre
Sábado;7;Noche;23;20;Hombre
Sábado;7;Noche;23;46;Hombre
Sábado;7;Noche;23;52;Hombre
Domingo;7;Noche;2;26;Mujer
Domingo;7;Noche;2;26;Mujer
Domingo;7;Noche;2;27;Mujer
Domingo;7;Noche;2;27;Mujer
Domingo;7;Noche;2;40;Hombre
Domingo;7;Noche;2;46;Hombre
Domingo;7;Noche;3;35;Hombre
Domingo;7;Noche;3;58;Hombre
Sábado;7;Tarde;21;25;Mujer
Domingo;7;Noche;1;32;Hombre
Domingo;7;Noche;1;30;Hombre
Domingo;7;Noche;1;49;Hombre
Sábado;7;Tarde;20;22;Mujer
Sábado;7;Tarde;20;31;Mujer
Domingo;7;Noche;0;37;Hombre
Sábado;7;Tarde;21;40;Hombre
Domingo;7;Tarde;15;40;Hombre
Domingo;7;Mañana;13;37;Hombre
Domingo;7;Tarde;20;48;Hombre
Domingo;7;Tarde;20;73;Hombre
Domingo;7;Tarde;20;44;Mujer
Domingo;7;Tarde;21;26;Hombre
Domingo;7;Tarde;19;23;Hombre
Domingo;7;Tarde;21;27;Mujer
Domingo;7;Tarde;21;23;Hombre
Domingo;7;Tarde;21;23;Hombre
Lunes;7;Noche;0;45;Hombre
Lunes;7;Mañana;7;71;Mujer
Lunes;7;Mañana;7;80;Hombre
Lunes;7;Mañana;7;28;Hombre
Lunes;7;Mañana;7;30;Hombre
Lunes;7;Mañana;8;54;Mujer
Lunes;7;Mañana;8;40;Hombre
Lunes;7;Mañana;9;21;Hombre
Lunes;7;Mañana;9;77;Mujer
Lunes;7;Mañana;9;23;Hombre
Lunes;7;Mañana;12;70;Hombre
Lunes;7;Mañana;12;25;Hombre
Lunes;7;Tarde;16;40;Mujer
Lunes;7;Mañana;13;69;Hombre
Lunes;7;Tarde;18;27;Mujer
Lunes;7;Tarde;18;58;Mujer
Domingo;7;Mañana;12;39;Mujer
Lunes;7;Tarde;19;22;Hombre
Lunes;7;Tarde;19;32;Hombre
Lunes;7;Tarde;17;30;Mujer
Lunes;7;Tarde;19;70;Mujer
Lunes;7;Tarde;19;75;Mujer
Lunes;7;Tarde;19;78;Mujer
Lunes;7;Tarde;19;27;Hombre
Lunes;7;Tarde;18;28;Hombre
Lunes;7;Tarde;17;63;Mujer
Lunes;7;Mañana;12;63;Mujer
Lunes;7;Tarde;20;38;Hombre
Lunes;7;Noche;23;36;Hombre
Lunes;7;Tarde;19;35;Mujer
Lunes;7;Tarde;18;65;Hombre
Martes;7;Mañana;7;40;Hombre
Martes;7;Mañana;7;33;Hombre
Martes;7;Mañana;9;19;Hombre
Martes;7;Mañana;8;10;Mujer
Martes;7;Mañana;8;30;Mujer
Martes;7;Mañana;8;58;Mujer
Martes;7;Mañana;6;45;Hombre
Martes;7;Mañana;11;50;Mujer
Martes;7;Mañana;13;84;Hombre
Martes;7;Mañana;10;33;Hombre
Martes;7;Mañana;13;15;Hombre
Martes;7;Tarde;15;32;Hombre
Martes;7;Tarde;15;37;Hombre
Martes;7;Tarde;16;58;Mujer
Martes;7;Tarde;17;37;Mujer
Martes;7;Tarde;17;48;Hombre
Martes;7;Tarde;17;38;Mujer
Martes;7;Tarde;17;30;Hombre
Martes;7;Tarde;17;81;Hombre
Martes;7;Tarde;14;56;Mujer
Martes;7;Tarde;20;30;Mujer
Martes;7;Tarde;20;23;Hombre
Martes;7;Tarde;20;20;Mujer
Martes;7;Tarde;20;9;Mujer
Martes;7;Tarde;20;38;Hombre
Martes;7;Tarde;17;31;Hombre
Martes;7;Tarde;17;32;Hombre
Martes;7;Tarde;20;29;Mujer
Martes;7;Tarde;20;30;Hombre
Martes;7;Tarde;19;25;Hombre
Martes;7;Tarde;16;52;Hombre
Martes;7;Noche;22;24;Hombre
Martes;7;Noche;22;28;Hombre
Martes;7;Tarde;15;28;Mujer
Miércoles;7;Noche;0;25;Hombre
Miércoles;7;Noche;0;27;Hombre
Martes;7;Tarde;16;35;Mujer
Martes;7;Tarde;18;40;Hombre
Martes;7;Tarde;14;19;Mujer
Miércoles;7;Mañana;7;34;Hombre
Martes;7;Tarde;21;48;Mujer
Martes;7;Tarde;21;76;Mujer
Lunes;7;Noche;22;40;Hombre
Lunes;7;Noche;22;56;Hombre
Martes;7;Tarde;21;57;Mujer
Miércoles;7;Mañana;6;43;Hombre
Miércoles;7;Mañana;10;69;Mujer
Miércoles;7;Mañana;11;38;Hombre
Miércoles;7;Mañana;6;33;Hombre
Miércoles;7;Mañana;6;51;Hombre
Miércoles;7;Tarde;14;34;Mujer
Miércoles;7;Mañana;12;32;Mujer
Miércoles;7;Mañana;12;33;Mujer
Miércoles;7;Mañana;8;39;Mujer
Miércoles;7;Tarde;14;31;Mujer
Domingo;7;Tarde;20;53;Hombre
Miércoles;7;Mañana;9;33;Hombre
Miércoles;7;Mañana;12;39;Mujer
Miércoles;7;Mañana;12;34;Hombre
Miércoles;7;Tarde;18;36;Hombre
Miércoles;7;Tarde;14;69;Mujer
Miércoles;7;Tarde;14;41;Mujer
Miércoles;7;Tarde;19;28;Mujer
Miércoles;7;Tarde;20;85;Hombre
Miércoles;7;Tarde;19;37;Hombre
Martes;7;Tarde;17;46;Hombre
Miércoles;7;Mañana;8;62;Hombre
Miércoles;7;Mañana;9;45;Mujer
Miércoles;7;Tarde;15;45;Mujer
Miércoles;7;Tarde;15;49;Mujer
Miércoles;7;Tarde;15;50;Mujer
Miércoles;7;Tarde;15;55;Mujer
Miércoles;7;Tarde;19;37;Hombre
Miércoles;7;Tarde;20;46;Hombre
Jueves;7;Mañana;9;26;Hombre
Jueves;7;Mañana;9;62;Hombre
Jueves;7;Mañana;13;53;Mujer
Jueves;7;Tarde;14;44;Mujer
Jueves;7;Tarde;14;35;Hombre
Jueves;7;Mañana;12;31;Hombre
Jueves;7;Tarde;15;37;Mujer
Jueves;7;Tarde;17;46;Hombre
Jueves;7;Tarde;17;59;Mujer
Jueves;7;Tarde;19;55;Hombre
Jueves;7;Tarde;16;76;Hombre
Jueves;7;Tarde;16;52;Mujer
Jueves;7;Tarde;18;44;Hombre
Jueves;7;Tarde;20;54;Mujer
Jueves;7;Tarde;20;60;Mujer
Jueves;7;Tarde;20;67;Mujer
Jueves;7;Tarde;20;63;Hombre
Jueves;7;Tarde;16;36;Hombre
Jueves;7;Tarde;17;46;Mujer
Jueves;7;Tarde;17;60;Mujer
Jueves;7;Tarde;17;7;Hombre
Jueves;7;Tarde;21;1;Hombre
Viernes;7;Mañana;8;38;Hombre
Viernes;7;Mañana;11;40;Hombre
Viernes;7;Mañana;11;66;Hombre
Lunes;6;Mañana;8;23;Hombre
Viernes;7;Mañana;12;48;Hombre
Viernes;7;Mañana;12;44;Hombre
Viernes;7;Mañana;13;52;Hombre
Viernes;7;Mañana;13;40;Hombre
Viernes;7;Tarde;14;59;Hombre
Jueves;7;Tarde;20;23;Hombre
Viernes;7;Mañana;13;24;Mujer
Viernes;7;Tarde;15;38;Mujer
Viernes;7;Tarde;15;47;Hombre
Viernes;7;Tarde;16;43;Mujer
Sábado;7;Noche;0;56;Mujer
Sábado;7;Noche;0;59;Mujer
Sábado;7;Noche;0;64;Mujer
Sábado;7;Noche;1;29;Hombre
Viernes;7;Tarde;19;21;Hombre
Viernes;7;Tarde;21;45;Mujer
Viernes;7;Tarde;21;33;Mujer
Viernes;7;Tarde;17;27;Hombre
Sábado;7;Noche;3;48;Mujer
Viernes;7;Tarde;19;35;Hombre
Sábado;7;Noche;5;31;Hombre
Viernes;7;Tarde;19;44;Hombre
Sábado;7;Mañana;8;49;Hombre
Sábado;7;Mañana;8;44;Hombre
Sábado;7;Mañana;12;60;Hombre
Sábado;7;Mañana;12;30;Mujer
Sábado;7;Tarde;19;76;Hombre
Sábado;7;Tarde;18;55;Hombre
Sábado;7;Tarde;18;58;Mujer
Sábado;7;Tarde;18;19;Hombre
Sábado;7;Tarde;18;51;Hombre
Sábado;7;Tarde;15;86;Mujer
Domingo;7;Noche;1;37;Hombre
Sábado;7;Noche;22;35;Hombre
Sábado;7;Noche;22;17;Mujer
Domingo;7;Mañana;6;28;Mujer
Domingo;7;Mañana;6;41;Hombre
Domingo;7;Noche;5;30;Hombre
Domingo;7;Noche;5;19;Hombre
Domingo;7;Mañana;6;38;Mujer
Domingo;7;Tarde;14;51;Mujer
Domingo;7;Tarde;14;31;Mujer
Domingo;7;Tarde;16;53;Hombre
Domingo;7;Tarde;16;20;Hombre
Domingo;7;Tarde;17;25;Mujer
Domingo;7;Tarde;17;25;Mujer
Domingo;7;Tarde;18;22;Hombre
Domingo;7;Tarde;17;65;Mujer
Domingo;7;Tarde;17;66;Hombre
Domingo;7;Tarde;20;43;Mujer
Domingo;7;Tarde;19;64;Hombre
Domingo;7;Tarde;19;62;Mujer
Domingo;7;Tarde;18;15;Mujer
Domingo;7;Tarde;18;30;Mujer
Domingo;7;Tarde;18;53;Hombre
Domingo;7;Tarde;19;69;Mujer
Lunes;7;Mañana;6;31;Hombre
Lunes;7;Mañana;8;29;Hombre
Lunes;7;Mañana;8;29;Mujer
Lunes;7;Mañana;8;35;Hombre
Lunes;7;Mañana;8;67;Hombre
Domingo;7;Tarde;20;19;Hombre
Domingo;7;Noche;1;37;Mujer
Domingo;7;Noche;1;36;Mujer
Lunes;7;Mañana;11;26;Hombre
Lunes;7;Mañana;12;47;Hombre
Lunes;7;Tarde;15;42;Hombre
Lunes;7;Tarde;14;50;Hombre
Lunes;7;Tarde;14;50;Hombre
Lunes;7;Tarde;15;68;Hombre
Lunes;7;Tarde;15;42;Mujer
Lunes;7;Tarde;17;39;Mujer
Lunes;7;Tarde;18;57;Hombre
Lunes;7;Tarde;19;26;Hombre
Lunes;7;Tarde;19;34;Mujer
Lunes;7;Tarde;19;52;Mujer
Lunes;7;Noche;23;25;Hombre
Lunes;7;Noche;23;53;Hombre
Lunes;7;Tarde;19;81;Mujer
Martes;7;Mañana;9;45;Hombre
Martes;7;Mañana;9;45;Mujer
Martes;7;Mañana;12;50;Mujer
Martes;7;Mañana;12;45;Hombre
Martes;7;Mañana;12;45;Mujer
Martes;7;Mañana;12;48;Hombre
Martes;7;Mañana;12;38;Mujer
Martes;7;Mañana;12;36;Mujer
Martes;7;Mañana;12;46;Hombre
Martes;7;Tarde;14;34;Hombre
Martes;7;Mañana;13;41;Hombre
Martes;7;Mañana;13;35;Hombre
Martes;7;Tarde;16;27;Hombre
Martes;7;Tarde;14;37;Hombre
Martes;7;Tarde;17;29;Hombre
Martes;7;Tarde;17;39;Hombre
Martes;7;Tarde;17;10;Mujer
Martes;7;Tarde;17;9;Mujer
Martes;7;Tarde;17;17;Hombre
Martes;7;Tarde;18;27;Mujer
Martes;7;Tarde;17;4;Mujer
Martes;7;Tarde;17;45;Mujer
Martes;7;Tarde;17;56;Hombre
Martes;7;Tarde;19;24;Hombre
Miércoles;7;Noche;2;57;Mujer
Martes;7;Tarde;14;35;Mujer
Miércoles;7;Mañana;7;44;Hombre
Miércoles;7;Mañana;7;41;Mujer
Martes;7;Tarde;21;29;Hombre
Miércoles;7;Mañana;9;41;Mujer
Miércoles;7;Mañana;9;53;Hombre
Miércoles;7;Mañana;9;22;Hombre
Miércoles;7;Mañana;9;35;Mujer
Miércoles;7;Mañana;9;31;Hombre
Miércoles;7;Mañana;11;58;Mujer
Miércoles;7;Mañana;13;45;Hombre
Miércoles;7;Mañana;10;52;Mujer
Miércoles;7;Mañana;12;32;Hombre
Miércoles;7;Tarde;14;54;Mujer
Miércoles;7;Tarde;14;57;Mujer
Miércoles;7;Tarde;14;31;Hombre
Miércoles;7;Tarde;14;29;Mujer
Miércoles;7;Mañana;13;18;Hombre
Miércoles;7;Tarde;15;58;Hombre
Miércoles;7;Tarde;17;25;Hombre
Miércoles;7;Tarde;16;23;Mujer
Miércoles;7;Tarde;17;39;Hombre
Miércoles;7;Tarde;19;61;Mujer
Miércoles;7;Tarde;18;27;Mujer
Miércoles;7;Tarde;20;45;Mujer
Miércoles;7;Tarde;20;48;Hombre
Miércoles;7;Tarde;20;85;Hombre
Miércoles;7;Noche;23;17;Hombre
Miércoles;7;Tarde;20;63;Mujer
Jueves;7;Noche;1;19;Hombre
Jueves;7;Noche;1;24;Hombre
Jueves;7;Noche;1;17;Hombre
Miércoles;7;Noche;23;30;Hombre
Sábado;7;Tarde;14;25;Mujer
Sábado;7;Tarde;14;26;Hombre
Jueves;7;Mañana;7;59;Mujer
Jueves;7;Mañana;7;28;Hombre
Jueves;7;Mañana;10;45;Hombre
Domingo;7;Mañana;13;62;Mujer
Jueves;7;Mañana;11;74;Mujer
Jueves;7;Mañana;12;38;Mujer
Jueves;7;Mañana;12;53;Hombre
Jueves;7;Mañana;12;69;Hombre
Jueves;7;Mañana;12;52;Hombre
Jueves;7;Mañana;10;63;Mujer
Jueves;7;Mañana;13;39;Hombre
Jueves;7;Mañana;10;60;Mujer
Jueves;7;Mañana;13;87;Mujer
Jueves;7;Tarde;16;49;Hombre
Jueves;7;Tarde;17;20;Hombre
Jueves;7;Tarde;19;35;Hombre
Jueves;7;Tarde;18;46;Hombre
Jueves;7;Tarde;18;56;Mujer
Jueves;7;Mañana;13;29;Hombre
Jueves;7;Mañana;13;31;Hombre
Jueves;7;Tarde;20;49;Hombre
Jueves;7;Tarde;21;54;Mujer
Jueves;7;Tarde;20;44;Mujer
Viernes;7;Noche;0;29;Mujer
Jueves;7;Tarde;16;67;Mujer
Jueves;7;Tarde;21;34;Hombre
Viernes;7;Noche;2;33;Hombre
Jueves;7;Tarde;21;32;Hombre
Jueves;7;Tarde;16;52;Mujer
Viernes;7;Mañana;11;78;Mujer
Viernes;7;Mañana;12;35;Hombre
Viernes;7;Tarde;14;58;Mujer
Viernes;7;Tarde;14;26;Hombre
Viernes;7;Tarde;14;59;Hombre
