Día;Mes;Horario;Hora;Edad;Sexo
Domingo;1;Mañana;13;41;Hombre
Domingo;1;Tarde;16;18;Hombre
Domingo;1;Tarde;18;37;Hombre
Domingo;1;Tarde;19;17;Mujer
Domingo;1;Tarde;20;26;Hombre
Domingo;1;Tarde;21;20;Hombre
Domingo;1;Noche;23;51;Mujer
Domingo;1;Tarde;21;22;Hombre
Lunes;1;Mañana;8;41;Hombre
Lunes;1;Mañana;9;39;Hombre
Lunes;1;Mañana;10;85;Hombre
Lunes;1;Mañana;10;80;Mujer
Lunes;1;Mañana;11;33;Hombre
Lunes;1;Mañana;12;52;Mujer
Lunes;1;Mañana;13;75;Mujer
Lunes;1;Mañana;13;68;Hombre
Lunes;1;Mañana;13;79;Hombre
Lunes;1;Tarde;14;53;Hombre
Lunes;1;Tarde;15;21;Mujer
Lunes;1;Tarde;16;31;Hombre
Lunes;1;Tarde;16;27;Hombre
Lunes;1;Tarde;16;63;Mujer
Lunes;1;Tarde;17;30;Hombre
Lunes;1;Tarde;18;26;Mujer
Lunes;1;Tarde;16;75;Hombre
Lunes;1;Tarde;19;23;Hombre
Lunes;1;Tarde;16;47;Hombre
Lunes;1;Tarde;20;63;Hombre
Lunes;1;Tarde;21;27;Hombre
Martes;1;Mañana;9;25;Hombre
Martes;1;Mañana;8;31;Mujer
Martes;1;Mañana;9;26;Mujer
Martes;1;Mañana;9;50;Mujer
Martes;1;Mañana;9;30;Mujer
Martes;1;Mañana;8;53;Mujer
Martes;1;Mañana;11;59;Hombre
Martes;1;Mañana;12;30;Hombre
Martes;1;Mañana;11;87;Mujer
Martes;1;Mañana;12;38;Mujer
Martes;1;Mañana;9;33;Hombre
Martes;1;Mañana;9;31;Hombre
Martes;1;Tarde;14;58;Mujer
Martes;1;Tarde;14;59;Mujer
Martes;1;Tarde;17;22;Hombre
Martes;1;Tarde;19;80;Hombre
Martes;1;Tarde;18;54;Hombre
Martes;1;Tarde;18;32;Mujer
Martes;1;Tarde;18;27;Hombre
Martes;1;Tarde;19;24;Hombre
Martes;1;Tarde;20;53;Mujer
Miércoles;2;Mañana;8;48;Mujer
Miércoles;2;Mañana;9;43;Mujer
Miércoles;2;Mañana;9;49;Mujer
Miércoles;2;Mañana;8;20;Hombre
Miércoles;2;Mañana;10;32;Hombre
Miércoles;2;Mañana;10;27;Hombre
Miércoles;2;Mañana;11;46;Mujer
Miércoles;2;Mañana;8;37;Hombre
Miércoles;2;Mañana;11;33;Hombre
Miércoles;2;Mañana;13;28;Hombre
Miércoles;2;Mañana;8;9;Mujer
Miércoles;2;Mañana;8;56;Hombre
Miércoles;2;Mañana;11;72;Mujer
Miércoles;2;Mañana;11;35;Hombre
Miércoles;2;Mañana;11;31;Hombre
Miércoles;2;Tarde;15;37;Hombre
Miércoles;2;Tarde;17;37;Hombre
Miércoles;2;Tarde;17;22;Hombre
Miércoles;2;Tarde;16;32;Mujer
Miércoles;2;Tarde;17;71;Hombre
Miércoles;2;Tarde;20;36;Mujer
Miércoles;2;Tarde;20;54;Hombre
Miércoles;2;Tarde;21;51;Hombre
Miércoles;2;Noche;23;55;Hombre
Miércoles;2;Tarde;21;22;Mujer
Miércoles;2;Tarde;21;21;Hombre
Jueves;2;Mañana;10;55;Mujer
Jueves;2;Mañana;9;39;Mujer
Jueves;2;Mañana;9;29;Hombre
Jueves;2;Mañana;11;62;Hombre
Jueves;2;Mañana;11;50;Mujer
Jueves;2;Mañana;12;43;Hombre
Jueves;2;Mañana;13;35;Hombre
Jueves;2;Mañana;13;45;Hombre
Jueves;2;Tarde;14;26;Hombre
Jueves;2;Tarde;14;33;Mujer
Jueves;2;Tarde;16;61;Hombre
Jueves;2;Tarde;15;39;Hombre
Jueves;2;Tarde;14;26;Mujer
Jueves;2;Tarde;16;65;Mujer
Jueves;2;Tarde;15;23;Mujer
Jueves;2;Tarde;15;26;Hombre
Jueves;2;Tarde;18;73;Mujer
Jueves;2;Tarde;18;64;Hombre
Jueves;2;Tarde;16;41;Mujer
Jueves;2;Tarde;18;43;Hombre
Jueves;2;Tarde;19;37;Mujer
Jueves;2;Tarde;16;85;Mujer
Jueves;2;Tarde;20;48;Hombre
Jueves;2;Tarde;20;30;Mujer
Jueves;2;Tarde;18;42;Hombre
Jueves;2;Tarde;20;27;Mujer
Jueves;2;Tarde;21;28;Hombre
Jueves;2;Tarde;20;33;Mujer
Viernes;2;Mañana;8;32;Hombre
Viernes;2;Mañana;8;36;Mujer
Viernes;2;Mañana;9;67;Mujer
Viernes;2;Mañana;8;46;Hombre
Viernes;2;Mañana;12;61;Mujer
Viernes;2;Mañana;12;56;Hombre
Viernes;2;Mañana;10;23;Hombre
Viernes;2;Mañana;12;84;Mujer
Viernes;2;Mañana;9;28;Hombre
Viernes;2;Mañana;11;80;Hombre
Viernes;2;Mañana;12;15;Mujer
Viernes;2;Mañana;12;38;Hombre
Viernes;2;Tarde;14;60;Mujer
Viernes;2;Tarde;16;80;Mujer
Viernes;2;Tarde;17;5;Mujer
Viernes;2;Tarde;17;60;Mujer
Viernes;2;Tarde;17;3;Hombre
Viernes;2;Tarde;17;11;Hombre
Viernes;2;Tarde;14;57;Mujer
Viernes;2;Tarde;20;53;Hombre
Viernes;2;Tarde;20;33;Mujer
Viernes;2;Tarde;20;38;Hombre
Viernes;2;Tarde;21;38;Hombre
Viernes;2;Tarde;20;30;Mujer
Sábado;2;Noche;1;40;Mujer
Viernes;2;Tarde;21;27;Mujer
Viernes;2;Tarde;21;26;Hombre
Sábado;2;Mañana;8;70;Hombre
Sábado;2;Mañana;8;24;Mujer
Sábado;2;Mañana;8;30;Hombre
Sábado;2;Mañana;8;22;Hombre
Sábado;2;Noche;5;34;Mujer
Sábado;2;Mañana;11;24;Hombre
Sábado;2;Mañana;9;38;Mujer
Sábado;2;Mañana;9;35;Hombre
Sábado;2;Mañana;12;9;Hombre
Sábado;2;Mañana;12;43;Hombre
Sábado;2;Mañana;12;16;Mujer
Sábado;2;Mañana;12;51;Hombre
Sábado;2;Mañana;11;62;Mujer
Sábado;2;Tarde;14;20;Hombre
Sábado;2;Mañana;13;45;Mujer
Sábado;2;Mañana;13;36;Mujer
Sábado;2;Mañana;13;38;Hombre
Sábado;2;Tarde;16;25;Hombre
Sábado;2;Tarde;16;27;Mujer
Sábado;2;Tarde;19;33;Hombre
Sábado;2;Tarde;19;16;Mujer
Sábado;2;Tarde;19;16;Hombre
Sábado;2;Tarde;19;57;Mujer
Sábado;2;Noche;23;51;Hombre
Sábado;2;Noche;23;19;Mujer
Sábado;2;Noche;23;34;Hombre
Domingo;2;Noche;4;35;Hombre
Domingo;2;Noche;1;37;Mujer
Sábado;2;Tarde;19;79;Mujer
Sábado;2;Tarde;19;78;Hombre
Sábado;2;Tarde;19;63;Hombre
Domingo;2;Mañana;10;37;Hombre
Domingo;2;Mañana;12;45;Mujer
Domingo;2;Mañana;12;36;Hombre
Sábado;2;Tarde;16;72;Mujer
Domingo;2;Tarde;14;60;Hombre
Domingo;2;Tarde;15;3;Mujer
Domingo;2;Tarde;15;37;Mujer
Domingo;2;Tarde;15;60;Mujer
Domingo;2;Tarde;15;5;Hombre
Domingo;2;Tarde;15;37;Hombre
Domingo;2;Tarde;15;41;Hombre
Domingo;2;Tarde;15;22;Mujer
Domingo;2;Tarde;19;31;Mujer
Domingo;2;Tarde;18;89;Mujer
Lunes;2;Noche;3;29;Hombre
Lunes;2;Noche;3;19;Hombre
Lunes;2;Mañana;7;33;Hombre
Lunes;2;Mañana;8;70;Mujer
Lunes;2;Mañana;8;51;Hombre
Lunes;2;Mañana;9;27;Hombre
Lunes;2;Mañana;8;51;Mujer
Lunes;2;Mañana;11;57;Mujer
Lunes;2;Mañana;9;38;Hombre
Lunes;2;Mañana;11;50;Hombre
Lunes;2;Mañana;13;25;Hombre
Lunes;2;Mañana;9;46;Mujer
Lunes;2;Mañana;9;33;Mujer
Lunes;2;Mañana;13;26;Hombre
Lunes;2;Tarde;14;59;Hombre
Lunes;2;Tarde;16;30;Mujer
Lunes;2;Tarde;16;29;Hombre
Lunes;2;Tarde;16;39;Hombre
Lunes;2;Tarde;17;50;Hombre
Lunes;2;Tarde;18;56;Mujer
Lunes;2;Tarde;18;45;Hombre
Lunes;2;Tarde;15;23;Mujer
Lunes;2;Tarde;15;21;Hombre
Lunes;2;Tarde;18;33;Mujer
Lunes;2;Tarde;18;35;Mujer
Lunes;2;Tarde;18;38;Mujer
Lunes;2;Tarde;18;41;Mujer
Lunes;2;Tarde;20;66;Mujer
Lunes;2;Tarde;18;33;Hombre
Lunes;2;Tarde;17;51;Hombre
Lunes;2;Tarde;17;28;Mujer
Lunes;2;Noche;23;54;Hombre
Martes;2;Mañana;8;33;Hombre
Lunes;2;Tarde;14;33;Mujer
Martes;2;Mañana;8;44;Mujer
Lunes;2;Tarde;18;45;Hombre
Martes;2;Mañana;9;19;Hombre
Martes;2;Mañana;11;23;Mujer
Martes;2;Mañana;12;11;Hombre
Martes;2;Mañana;12;39;Mujer
Martes;2;Mañana;11;88;Mujer
Martes;2;Mañana;11;60;Hombre
Martes;2;Tarde;14;21;Mujer
Martes;2;Tarde;14;28;Mujer
Martes;2;Mañana;13;83;Mujer
Martes;2;Mañana;11;48;Mujer
Martes;2;Tarde;17;51;Hombre
Martes;2;Tarde;16;18;Mujer
Martes;2;Tarde;18;59;Hombre
Martes;2;Tarde;18;71;Mujer
Miércoles;2;Noche;3;33;Hombre
Miércoles;2;Noche;3;52;Hombre
Miércoles;2;Mañana;8;40;Mujer
Miércoles;2;Mañana;9;34;Mujer
Miércoles;2;Mañana;9;31;Mujer
Miércoles;2;Mañana;8;40;Mujer
Miércoles;2;Mañana;9;44;Hombre
Miércoles;2;Mañana;7;3;Mujer
Miércoles;2;Mañana;7;40;Hombre
Miércoles;2;Mañana;8;35;Mujer
Miércoles;2;Mañana;11;55;Hombre
Miércoles;2;Mañana;7;42;Hombre
Miércoles;2;Tarde;14;29;Hombre
Miércoles;2;Tarde;14;36;Hombre
Miércoles;2;Tarde;14;46;Mujer
Miércoles;2;Tarde;16;4;Mujer
Miércoles;2;Tarde;16;32;Mujer
Miércoles;2;Tarde;17;76;Hombre
Miércoles;2;Tarde;18;53;Hombre
Miércoles;2;Tarde;19;62;Hombre
Miércoles;2;Tarde;20;24;Mujer
Miércoles;2;Tarde;19;28;Hombre
Miércoles;2;Noche;22;24;Hombre
Miércoles;2;Noche;23;22;Hombre
Miércoles;2;Noche;23;57;Mujer
Jueves;2;Mañana;7;50;Hombre
Jueves;2;Mañana;7;60;Hombre
Jueves;2;Mañana;10;67;Hombre
Jueves;2;Mañana;10;28;Hombre
Jueves;2;Mañana;10;45;Hombre
Jueves;2;Mañana;10;43;Hombre
Jueves;2;Mañana;10;25;Hombre
Miércoles;2;Mañana;13;59;Mujer
Jueves;2;Mañana;10;54;Hombre
Jueves;2;Tarde;19;43;Hombre
Jueves;2;Tarde;19;56;Hombre
Jueves;2;Tarde;19;56;Mujer
Jueves;2;Tarde;19;57;Mujer
Jueves;2;Tarde;19;49;Hombre
Jueves;2;Tarde;21;53;Hombre
Jueves;2;Tarde;21;36;Mujer
Jueves;2;Tarde;20;49;Mujer
Viernes;2;Mañana;7;31;Hombre
Viernes;2;Mañana;9;20;Hombre
Viernes;2;Mañana;9;28;Hombre
Viernes;2;Mañana;7;48;Hombre
Viernes;2;Mañana;8;54;Mujer
Martes;2;Mañana;8;18;Hombre
Viernes;2;Mañana;12;28;Mujer
Viernes;2;Mañana;13;31;Hombre
Viernes;2;Tarde;14;44;Mujer
Viernes;2;Tarde;14;27;Hombre
Viernes;2;Mañana;13;38;Hombre
Viernes;2;Tarde;15;25;Mujer
Viernes;2;Tarde;15;31;Hombre
Viernes;2;Tarde;14;20;Hombre
Viernes;2;Mañana;13;32;Hombre
Viernes;2;Tarde;15;40;Hombre
Viernes;2;Tarde;16;18;Mujer
Viernes;2;Tarde;14;35;Hombre
Viernes;2;Tarde;14;37;Hombre
Viernes;2;Tarde;20;17;Hombre
Viernes;2;Tarde;20;45;Hombre
Lunes;2;Noche;22;31;Hombre
Viernes;2;Tarde;18;8;Mujer
Viernes;2;Tarde;21;1;Mujer
Viernes;2;Tarde;21;34;Mujer
Viernes;2;Tarde;21;39;Mujer
Viernes;2;Tarde;21;23;Mujer
Viernes;2;Tarde;21;22;Hombre
Viernes;2;Tarde;21;74;Hombre
Viernes;2;Noche;23;28;Mujer
Sábado;2;Mañana;12;30;Mujer
Sábado;2;Mañana;12;30;Hombre
Sábado;2;Mañana;9;28;Mujer
Sábado;2;Tarde;15;56;Hombre
Sábado;2;Tarde;15;37;Mujer
Sábado;2;Tarde;15;49;Hombre
Sábado;2;Mañana;13;25;Hombre
Sábado;2;Tarde;14;26;Mujer
Sábado;2;Tarde;18;80;Hombre
Sábado;2;Tarde;16;26;Hombre
Sábado;2;Tarde;18;28;Hombre
Sábado;2;Mañana;13;36;Hombre
Sábado;2;Tarde;20;23;Hombre
Sábado;2;Tarde;18;22;Hombre
Sábado;2;Tarde;17;0;Hombre
Sábado;2;Tarde;17;26;Mujer
Sábado;2;Noche;23;25;Hombre
Miércoles;2;Tarde;19;59;Hombre
Domingo;2;Noche;5;24;Hombre
Sábado;2;Noche;23;61;Hombre
Sábado;2;Noche;22;24;Mujer
Sábado;2;Noche;22;36;Mujer
Domingo;2;Mañana;8;30;Hombre
Domingo;2;Mañana;10;17;Hombre
Domingo;2;Mañana;11;66;Mujer
Domingo;2;Tarde;14;33;Hombre
Domingo;2;Mañana;12;21;Hombre
Domingo;2;Tarde;15;29;Hombre
Domingo;2;Tarde;16;27;Hombre
Domingo;2;Tarde;14;55;Hombre
Domingo;2;Tarde;17;18;Hombre
Domingo;2;Tarde;17;22;Hombre
Domingo;2;Tarde;14;52;Mujer
Domingo;2;Tarde;16;36;Mujer
Domingo;2;Tarde;18;28;Mujer
Domingo;2;Noche;23;27;Mujer
Domingo;2;Noche;23;28;Hombre
Lunes;2;Noche;2;34;Hombre
Lunes;2;Mañana;7;42;Mujer
Sábado;2;Mañana;13;43;Hombre
Lunes;2;Mañana;9;33;Hombre
Viernes;2;Tarde;21;32;Mujer
Viernes;2;Tarde;21;34;Mujer
Lunes;2;Mañana;12;41;Mujer
Lunes;2;Mañana;10;23;Hombre
Lunes;2;Mañana;13;62;Hombre
Lunes;2;Mañana;13;24;Mujer
Lunes;2;Mañana;13;32;Hombre
Lunes;2;Tarde;15;27;Mujer
Lunes;2;Tarde;16;66;Mujer
Lunes;2;Tarde;16;58;Mujer
Lunes;2;Tarde;16;59;Hombre
Lunes;2;Tarde;18;67;Hombre
Lunes;2;Tarde;17;32;Mujer
Lunes;2;Tarde;17;42;Hombre
Lunes;2;Tarde;18;40;Hombre
Martes;2;Mañana;6;37;Mujer
Martes;2;Mañana;8;31;Mujer
Martes;2;Mañana;9;43;Hombre
Martes;2;Mañana;8;54;Mujer
Martes;2;Mañana;7;17;Hombre
Martes;2;Mañana;9;42;Hombre
Martes;2;Mañana;8;50;Mujer
Martes;2;Mañana;8;28;Mujer
Martes;2;Mañana;10;42;Mujer
Martes;2;Mañana;10;20;Hombre
Martes;2;Mañana;13;26;Hombre
Martes;2;Mañana;13;16;Hombre
Martes;2;Mañana;11;30;Hombre
Martes;2;Mañana;10;41;Hombre
Martes;2;Tarde;15;28;Hombre
Martes;2;Mañana;12;42;Hombre
Martes;2;Tarde;14;37;Mujer
Martes;2;Tarde;15;53;Mujer
Martes;2;Tarde;15;46;Mujer
Martes;2;Tarde;15;53;Hombre
Martes;2;Tarde;16;34;Hombre
Martes;2;Tarde;16;37;Hombre
Miércoles;2;Tarde;16;24;Mujer
Miércoles;2;Tarde;16;40;Hombre
Miércoles;2;Tarde;16;30;Mujer
Martes;2;Tarde;17;41;Hombre
Martes;2;Tarde;17;51;Mujer
Martes;2;Tarde;17;31;Hombre
Martes;2;Tarde;17;15;Hombre
Martes;2;Tarde;17;34;Hombre
Martes;2;Tarde;17;36;Mujer
Martes;2;Tarde;17;60;Mujer
Martes;2;Tarde;20;34;Hombre
Martes;2;Tarde;19;73;Mujer
Martes;2;Tarde;16;39;Hombre
Martes;2;Tarde;20;38;Hombre
Miércoles;2;Mañana;8;27;Hombre
Martes;2;Tarde;21;25;Mujer
Martes;2;Tarde;21;27;Hombre
Miércoles;2;Mañana;8;53;Hombre
Miércoles;2;Mañana;8;58;Mujer
Miércoles;2;Mañana;10;34;Hombre
Miércoles;2;Mañana;12;70;Mujer
Miércoles;2;Mañana;12;36;Hombre
Miércoles;2;Mañana;11;35;Mujer
Miércoles;2;Mañana;13;35;Hombre
Lunes;2;Tarde;16;53;Mujer
Miércoles;2;Mañana;13;58;Hombre
Miércoles;2;Tarde;15;42;Mujer
Miércoles;2;Mañana;13;55;Hombre
Miércoles;2;Mañana;6;42;Hombre
Miércoles;2;Tarde;15;55;Hombre
Miércoles;2;Tarde;16;28;Hombre
Miércoles;2;Tarde;15;37;Hombre
Miércoles;2;Tarde;15;54;Hombre
Miércoles;2;Tarde;15;58;Hombre
Miércoles;2;Tarde;15;27;Hombre
Miércoles;2;Tarde;15;27;Mujer
Miércoles;2;Tarde;15;50;Mujer
Miércoles;2;Tarde;15;30;Hombre
Miércoles;2;Tarde;15;31;Hombre
Miércoles;2;Tarde;17;23;Hombre
Miércoles;2;Tarde;15;41;Mujer
Miércoles;2;Tarde;15;28;Hombre
Miércoles;2;Tarde;19;63;Mujer
Miércoles;2;Tarde;21;52;Hombre
Miércoles;2;Tarde;19;48;Mujer
Miércoles;2;Tarde;20;32;Mujer
Miércoles;2;Noche;23;33;Hombre
Miércoles;2;Tarde;18;50;Hombre
Miércoles;2;Tarde;18;31;Hombre
Miércoles;2;Tarde;19;22;Hombre
Miércoles;2;Tarde;19;22;Mujer
Miércoles;2;Tarde;19;23;Mujer
Jueves;2;Noche;5;38;Mujer
Jueves;2;Noche;5;45;Hombre
Jueves;2;Mañana;6;48;Mujer
Jueves;2;Mañana;6;54;Hombre
Jueves;2;Mañana;6;28;Hombre
Jueves;2;Mañana;10;37;Hombre
Miércoles;2;Tarde;21;27;Mujer
Jueves;2;Mañana;10;32;Hombre
Jueves;2;Mañana;9;47;Hombre
Jueves;2;Mañana;10;37;Mujer
Sábado;1;Tarde;14;57;Mujer
Jueves;2;Mañana;13;50;Mujer
Jueves;2;Mañana;13;47;Hombre
Jueves;2;Mañana;13;39;Hombre
Jueves;2;Tarde;14;46;Hombre
Jueves;2;Tarde;14;65;Hombre
Jueves;2;Tarde;17;41;Hombre
Jueves;2;Tarde;17;40;Mujer
Jueves;2;Tarde;19;43;Mujer
Jueves;2;Tarde;19;20;Mujer
Jueves;2;Tarde;19;38;Hombre
Jueves;2;Tarde;19;26;Hombre
Jueves;2;Tarde;16;33;Hombre
Jueves;2;Tarde;20;43;Mujer
Jueves;2;Tarde;20;33;Mujer
Jueves;2;Tarde;21;23;Mujer
Jueves;2;Tarde;21;23;Hombre
Jueves;2;Tarde;21;55;Hombre
Viernes;2;Noche;0;37;Hombre
Viernes;2;Mañana;6;35;Hombre
Viernes;2;Mañana;9;22;Hombre
Viernes;2;Noche;5;22;Mujer
Jueves;2;Tarde;21;53;Hombre
Viernes;2;Mañana;9;31;Mujer
Viernes;2;Mañana;12;70;Mujer
Viernes;2;Mañana;12;74;Mujer
Viernes;2;Mañana;12;28;Mujer
Viernes;2;Mañana;11;19;Hombre
Viernes;2;Mañana;8;50;Hombre
Viernes;2;Mañana;7;43;Mujer
Viernes;2;Mañana;10;33;Hombre
Viernes;2;Mañana;10;29;Mujer
Viernes;2;Tarde;14;69;Mujer
Viernes;2;Tarde;14;52;Hombre
Viernes;2;Mañana;13;24;Mujer
Viernes;2;Tarde;15;53;Mujer
Viernes;2;Tarde;17;51;Mujer
Viernes;2;Tarde;17;48;Hombre
Viernes;2;Mañana;13;57;Mujer
Viernes;2;Mañana;13;74;Hombre
Viernes;2;Tarde;15;51;Hombre
Viernes;2;Tarde;17;61;Hombre
Viernes;2;Noche;22;28;Hombre
Viernes;2;Noche;22;27;Hombre
Sábado;2;Noche;1;42;Hombre
Sábado;2;Mañana;7;23;Hombre
Sábado;2;Mañana;9;4;Hombre
Sábado;2;Mañana;9;46;Hombre
Sábado;2;Mañana;11;57;Mujer
Sábado;2;Mañana;11;65;Mujer
Sábado;2;Mañana;12;22;Hombre
Sábado;2;Tarde;14;29;Mujer
Sábado;2;Tarde;14;31;Hombre
Sábado;2;Tarde;14;19;Mujer
Sábado;2;Tarde;15;31;Hombre
Sábado;2;Tarde;17;30;Hombre
Sábado;2;Tarde;19;8;Hombre
Sábado;2;Tarde;19;29;Mujer
Sábado;2;Tarde;19;18;Mujer
Sábado;2;Tarde;19;49;Mujer
Sábado;2;Tarde;21;58;Mujer
Sábado;2;Tarde;21;30;Hombre
Domingo;2;Noche;4;31;Hombre
Domingo;2;Mañana;6;66;Hombre
Domingo;2;Mañana;7;36;Mujer
Domingo;2;Tarde;15;56;Mujer
Domingo;2;Tarde;15;44;Mujer
Domingo;2;Mañana;13;35;Mujer
Domingo;2;Tarde;14;34;Mujer
Domingo;2;Tarde;14;52;Mujer
Domingo;2;Tarde;14;61;Mujer
Domingo;2;Tarde;14;68;Hombre
Domingo;2;Tarde;17;56;Mujer
Domingo;2;Tarde;17;92;Mujer
Domingo;2;Tarde;16;29;Hombre
Domingo;2;Tarde;18;41;Hombre
Domingo;2;Tarde;18;63;Mujer
Domingo;2;Tarde;17;24;Mujer
Domingo;2;Tarde;18;24;Mujer
Lunes;2;Mañana;8;55;Hombre
Lunes;2;Mañana;7;31;Hombre
Lunes;2;Mañana;7;63;Hombre
Lunes;2;Mañana;10;60;Mujer
Lunes;2;Mañana;8;31;Hombre
Lunes;2;Tarde;14;27;Hombre
Lunes;2;Tarde;14;48;Hombre
Lunes;2;Tarde;16;13;Hombre
Lunes;2;Tarde;14;19;Hombre
Lunes;2;Tarde;14;48;Mujer
Lunes;2;Tarde;15;24;Hombre
Lunes;2;Tarde;17;75;Hombre
Lunes;2;Tarde;17;48;Mujer
Domingo;2;Tarde;18;45;Hombre
Lunes;2;Tarde;17;43;Mujer
Lunes;2;Tarde;17;69;Mujer
Lunes;2;Tarde;17;80;Mujer
Lunes;2;Tarde;20;31;Hombre
Martes;2;Mañana;8;53;Hombre
Martes;2;Mañana;7;57;Mujer
Martes;2;Mañana;8;26;Mujer
Martes;2;Mañana;9;25;Hombre
Martes;2;Mañana;9;51;Hombre
Martes;2;Mañana;11;67;Mujer
Martes;2;Mañana;11;67;Hombre
Martes;2;Mañana;11;52;Hombre
Martes;2;Mañana;13;28;Mujer
Martes;2;Tarde;15;36;Mujer
Martes;2;Tarde;14;56;Hombre
Martes;2;Tarde;15;30;Hombre
Martes;2;Tarde;17;61;Hombre
Martes;2;Tarde;17;60;Hombre
Martes;2;Tarde;17;22;Hombre
Martes;2;Tarde;19;23;Hombre
Martes;2;Tarde;18;78;Mujer
Martes;2;Tarde;20;42;Mujer
Miércoles;2;Mañana;8;35;Hombre
Miércoles;2;Mañana;9;36;Hombre
Lunes;2;Mañana;13;46;Mujer
Miércoles;2;Mañana;12;77;Mujer
Miércoles;2;Mañana;12;80;Hombre
Miércoles;2;Mañana;12;84;Hombre
Jueves;1;Tarde;15;28;Mujer
Jueves;1;Tarde;15;28;Hombre
Miércoles;2;Tarde;17;37;Mujer
Miércoles;2;Tarde;16;31;Mujer
Miércoles;2;Tarde;16;47;Hombre
Miércoles;2;Tarde;14;25;Mujer
Miércoles;2;Tarde;19;55;Hombre
Miércoles;2;Tarde;19;51;Mujer
Miércoles;2;Tarde;19;55;Hombre
Miércoles;2;Tarde;21;20;Mujer
Miércoles;2;Noche;23;47;Mujer
Miércoles;2;Tarde;21;57;Mujer
Miércoles;2;Tarde;21;57;Mujer
Jueves;2;Mañana;7;44;Hombre
Jueves;2;Mañana;10;48;Hombre
Jueves;2;Mañana;8;52;Mujer
Jueves;2;Mañana;11;16;Mujer
Jueves;2;Mañana;11;62;Mujer
Jueves;2;Mañana;11;69;Hombre
Jueves;2;Mañana;11;75;Hombre
Jueves;2;Mañana;11;48;Hombre
Jueves;2;Mañana;12;0;Mujer
Jueves;2;Mañana;13;27;Hombre
Jueves;2;Tarde;14;28;Mujer
Jueves;2;Tarde;14;36;Hombre
Jueves;2;Mañana;13;25;Hombre
Jueves;2;Tarde;18;20;Mujer
Jueves;2;Tarde;18;20;Hombre
Jueves;2;Tarde;17;39;Hombre
Jueves;2;Tarde;18;36;Mujer
Jueves;2;Tarde;18;42;Hombre
Jueves;2;Tarde;20;26;Hombre
Viernes;2;Noche;0;27;Hombre
Jueves;2;Tarde;20;25;Hombre
Viernes;2;Mañana;6;56;Mujer
Viernes;2;Mañana;8;55;Mujer
Viernes;2;Mañana;8;33;Hombre
Viernes;2;Mañana;11;42;Hombre
Domingo;1;Tarde;15;35;Hombre
Viernes;2;Mañana;9;45;Hombre
Viernes;2;Mañana;12;22;Mujer
Viernes;2;Mañana;10;72;Mujer
Viernes;2;Mañana;13;52;Mujer
Viernes;2;Mañana;13;60;Mujer
Viernes;2;Mañana;13;61;Hombre
Jueves;2;Tarde;15;29;Hombre
Viernes;2;Tarde;14;32;Hombre
Viernes;2;Tarde;15;83;Hombre
Viernes;2;Tarde;15;30;Hombre
Viernes;2;Tarde;17;11;Hombre
Viernes;2;Tarde;17;8;Hombre
Viernes;2;Tarde;17;32;Mujer
Viernes;2;Tarde;16;29;Hombre
Viernes;2;Tarde;17;14;Mujer
Viernes;2;Tarde;17;21;Hombre
Viernes;2;Tarde;14;46;Hombre
Viernes;2;Tarde;20;30;Mujer
Viernes;2;Tarde;20;37;Hombre
Viernes;2;Tarde;19;44;Hombre
Viernes;2;Tarde;19;16;Hombre
Viernes;2;Tarde;18;47;Hombre
Viernes;2;Tarde;16;60;Mujer
Viernes;2;Tarde;18;18;Hombre
Viernes;2;Tarde;20;60;Mujer
Viernes;2;Noche;5;29;Hombre
Viernes;2;Tarde;21;41;Mujer
Sábado;2;Mañana;9;27;Mujer
Sábado;2;Mañana;12;22;Mujer
Sábado;2;Mañana;12;28;Mujer
Sábado;2;Mañana;12;46;Hombre
Sábado;2;Mañana;13;40;Hombre
Sábado;2;Mañana;12;50;Mujer
Sábado;2;Mañana;12;50;Hombre
Sábado;2;Mañana;13;25;Mujer
Sábado;2;Tarde;15;23;Hombre
Sábado;2;Tarde;15;53;Mujer
Sábado;2;Tarde;19;19;Mujer
Sábado;2;Tarde;19;45;Hombre
Sábado;2;Noche;22;59;Mujer
Sábado;2;Noche;22;35;Hombre
Sábado;2;Noche;22;55;Hombre
Sábado;2;Noche;22;32;Mujer
Lunes;2;Tarde;18;58;Hombre
Sábado;2;Tarde;21;49;Hombre
Domingo;2;Noche;3;30;Hombre
Domingo;2;Noche;3;38;Hombre
Sábado;2;Noche;22;31;Mujer
Domingo;2;Mañana;9;47;Mujer
Domingo;2;Noche;0;22;Hombre
Sábado;2;Mañana;12;42;Hombre
Domingo;2;Noche;4;27;Mujer
Domingo;2;Mañana;12;43;Hombre
Domingo;2;Tarde;14;27;Mujer
Domingo;2;Tarde;14;29;Mujer
Domingo;2;Tarde;15;44;Mujer
Domingo;2;Tarde;21;35;Hombre
Lunes;2;Noche;0;41;Hombre
Lunes;2;Noche;0;50;Hombre
Lunes;2;Mañana;7;26;Mujer
Lunes;2;Mañana;7;17;Hombre
Lunes;2;Mañana;7;49;Mujer
Lunes;2;Mañana;10;75;Hombre
Lunes;2;Mañana;10;77;Mujer
Lunes;2;Mañana;12;43;Mujer
Lunes;2;Mañana;13;26;Hombre
Lunes;2;Mañana;13;23;Hombre
Lunes;2;Mañana;13;58;Hombre
Lunes;2;Mañana;8;30;Hombre
